Date,Description,Amount,Category
18-05-2023,GROCERY STORE,478.29,Food
01-05-2024,UNIQLO,1009.89,Shopping
29-03-2024,PVR CINEMAS,1067.57,Entertainment
10-08-2024,UPI/ZOMATO,581.22,Food
13-11-2024,UPI/ZOMATO,717.1,Food
12-05-2024,UPI/KFC,2107.65,Food
25-08-2023,PVR CINEMAS,715.84,Entertainment
15-10-2023,JIO FIBER,2600.26,Utilities
29-07-2023,DISNEY+ HOTSTAR,618.41,Entertainment
02-02-2024,BLINKIT,2202.12,Food
01-09-2023,GROCERY STORE,2041.24,Food
31-10-2024,UPI/RENT TRANSFER,22013.48,Rent
01-11-2024,BESCOM BILL,2378.37,Utilities
27-02-2024,ZARA,527,Shopping
24-07-2023,GROCERY STORE,2366.69,Food
09-07-2024,FLIPKART,5262.9,Shopping
28-06-2023,NOBROKER RENT,25667.84,Rent
06-09-2023,STARBUCKS,1192.55,Food
12-04-2024,ZARA,1070.08,Shopping
28-11-2023,UPI/ZOMATO,2311.86,Food
17-03-2024,PVR CINEMAS,1003.63,Entertainment
20-11-2023,FLIPKART,789.09,Shopping
20-06-2024,AMAZON INDIA,3875.69,Shopping
31-08-2024,NPS CONTRIBUTION,12880.83,Investment
06-08-2024,STARBUCKS,2208.55,Food
19-03-2023,ZARA,5718.97,Shopping
27-02-2024,BOOKMYSHOW,1063.76,Entertainment
08-10-2024,STARBUCKS,2401.38,Food
23-02-2023,UPI/ZOMATO,2253.31,Food
10-05-2023,UNIQLO,3059.63,Shopping
14-03-2024,UPI/ZOMATO,967.41,Food
27-03-2023,UPI/ZOMATO,1346.97,Food
01-07-2023,UPI/SWIGGY,2086.69,Food
09-09-2024,STARBUCKS,452.29,Food
28-07-2023,BLINKIT,895.07,Food
21-06-2023,ZARA,1509.48,Shopping
10-05-2023,MYNTRA,3567.51,Shopping
20-08-2024,BLINKIT,1931.65,Food
27-02-2023,UPI/DECATHLON,6141,Shopping
03-02-2023,AIRTEL POSTPAID,2669.83,Utilities
20-07-2023,PVR CINEMAS,582.08,Entertainment
04-04-2023,STARBUCKS,385.15,Food
30-09-2024,DOMINOS PIZZA,156.33,Food
27-06-2024,MCDONALDS,2481.3,Food
08-10-2024,DISNEY+ HOTSTAR,1421.52,Entertainment
24-11-2024,NPS CONTRIBUTION,13189.23,Investment
24-05-2024,UPI/ZOMATO,1539.98,Food
17-09-2023,GROCERY STORE,475.41,Food
23-10-2024,SPOTIFY PREMIUM,546.45,Entertainment
05-12-2024,MCDONALDS,356.61,Food
13-12-2023,PVR CINEMAS,287.49,Entertainment
21-10-2023,AMAZON INDIA,1263.77,Shopping
14-01-2024,MYNTRA,3614.39,Shopping
24-05-2023,UNIQLO,4945.05,Shopping
22-02-2023,BESCOM BILL,1085.22,Utilities
08-07-2024,GROCERY STORE,2309.22,Food
13-04-2024,BLINKIT,494.6,Food
23-06-2024,UPI/RENT TRANSFER,21251.4,Rent
11-06-2024,UNIQLO,1958.73,Shopping
03-09-2023,PVR CINEMAS,1466.12,Entertainment
12-09-2023,DISNEY+ HOTSTAR,395.09,Entertainment
20-01-2024,BLINKIT,977.28,Food
19-01-2024,AMAZON INDIA,2855.16,Shopping
27-09-2024,UPI/DECATHLON,6401.21,Shopping
07-10-2024,FLIPKART,4706.05,Shopping
06-09-2024,UPI/ZOMATO,1226.47,Food
01-11-2023,UPI/KFC,690.94,Food
29-05-2023,DOMINOS PIZZA,2062.11,Food
06-02-2024,MYNTRA,2211.54,Shopping
11-03-2024,MCDONALDS,2448.01,Food
19-07-2023,ZERODHA BROKING,7923.89,Investment
23-11-2024,BLINKIT,176.9,Food
13-12-2023,JIO FIBER,2395.17,Utilities
17-10-2024,PPF TRANSFER,19424.27,Investment
08-03-2024,UPI/KFC,1358.33,Food
09-12-2024,MCDONALDS,174.3,Food
26-08-2023,GROWW SIP,15551.69,Investment
22-09-2024,UNIQLO,7884.77,Shopping
12-05-2024,GROCERY STORE,2036.97,Food
28-10-2023,UPI/SWIGGY,2481.75,Food
29-06-2023,SPOTIFY PREMIUM,875.37,Entertainment
21-11-2024,STARBUCKS,2123.71,Food
03-09-2023,GROCERY STORE,950.32,Food
07-02-2024,JIO FIBER,863.54,Utilities
05-01-2023,UPI/DECATHLON,4292.33,Shopping
26-12-2024,PVR CINEMAS,717.18,Entertainment
28-07-2023,ACH DEBIT - HDFC HOME LOAN,29978.03,EMI
31-03-2024,UPI/DECATHLON,5764.51,Shopping
30-04-2024,DOMINOS PIZZA,2485.34,Food
29-10-2024,ZARA,5005.1,Shopping
15-12-2024,ACCENTURE PAYROLL,134272.95,Salary
29-06-2024,UPI/SWIGGY,1325.59,Food
14-07-2024,SBI HOME LOAN EMI,32396.7,EMI
12-03-2024,BLINKIT,516.85,Food
26-09-2023,ZARA,7717.59,Shopping
21-01-2023,BESCOM BILL,1907.42,Utilities
03-05-2024,UNIQLO,3185.05,Shopping
31-12-2024,BLINKIT,903.16,Food
08-03-2024,BLINKIT,1068,Food
13-07-2024,PVR CINEMAS,1393.9,Entertainment
23-01-2023,STARBUCKS,839.44,Food
30-11-2023,AIRTEL POSTPAID,1756.32,Utilities
11-07-2024,STARBUCKS,987.81,Food
09-08-2024,MYNTRA,5143.78,Shopping
27-05-2024,UPI/SWIGGY,2080.22,Food
10-02-2023,UPI/SWIGGY,1743.97,Food
25-09-2024,CREDIT - SALARY,96319.17,Salary
28-11-2024,UNIQLO,4744.58,Shopping
08-05-2024,ZARA,4771.28,Shopping
10-07-2024,NOBROKER RENT,27329.05,Rent
10-03-2024,MCDONALDS,736,Food
23-11-2023,AMAZON INDIA,6876.91,Shopping
14-12-2024,NETFLIX SUB,378.16,Entertainment
26-11-2023,JIO FIBER,1634.21,Utilities
28-10-2024,UPI/DECATHLON,4819.23,Shopping
10-12-2024,SPOTIFY PREMIUM,475.1,Entertainment
13-01-2023,DISNEY+ HOTSTAR,490.87,Entertainment
23-01-2023,DISNEY+ HOTSTAR,814.64,Entertainment
16-12-2023,UPI/DECATHLON,4497.89,Shopping
10-11-2024,BOOKMYSHOW,554.46,Entertainment
13-04-2024,MCDONALDS,1456.57,Food
06-06-2024,STARBUCKS,2394.04,Food
06-06-2023,ZERODHA BROKING,17893.9,Investment
16-07-2023,UPI/ZOMATO,2138.33,Food
10-08-2024,DOMINOS PIZZA,561.98,Food
05-09-2024,SPOTIFY PREMIUM,564.42,Entertainment
06-12-2024,UPI/SWIGGY,1986.55,Food
18-07-2023,BESCOM BILL,2728.36,Utilities
01-09-2023,JIO FIBER,2283.82,Utilities
10-08-2024,DISNEY+ HOTSTAR,1115.12,Entertainment
03-04-2023,GROWW SIP,13213.08,Investment
24-12-2024,UPI/KFC,2146.48,Food
07-10-2024,ZARA,4680.14,Shopping
27-03-2024,UNIQLO,2233.69,Shopping
08-06-2023,FLIPKART,747.7,Shopping
10-11-2024,PPF TRANSFER,14947.73,Investment
02-08-2023,PVR CINEMAS,769.83,Entertainment
18-05-2024,UPI/SWIGGY,1853.02,Food
09-06-2024,PVR CINEMAS,1052.5,Entertainment
29-01-2024,BLINKIT,468.86,Food
24-05-2024,PVR CINEMAS,372.45,Entertainment
05-06-2024,JIO FIBER,2455.05,Utilities
19-09-2023,UPI/RENT TRANSFER,18674.35,Rent
11-02-2023,PVR CINEMAS,330.25,Entertainment
30-11-2024,BLINKIT,1837.06,Food
27-09-2024,SPOTIFY PREMIUM,1386.1,Entertainment
06-04-2024,SPOTIFY PREMIUM,1297.98,Entertainment
02-11-2024,STARBUCKS,2423.25,Food
27-11-2023,BOOKMYSHOW,210.73,Entertainment
17-07-2024,MCDONALDS,921.04,Food
18-11-2024,UPI/KFC,449.09,Food
29-04-2024,GROWW SIP,17094.31,Investment
07-06-2023,SPOTIFY PREMIUM,1039.06,Entertainment
15-02-2023,NETFLIX SUB,762.03,Entertainment
19-03-2024,GROWW SIP,9244.29,Investment
14-01-2023,STARBUCKS,692.76,Food
14-11-2023,GROWW SIP,19422,Investment
01-10-2023,GROCERY STORE,1992.95,Food
13-10-2024,GROCERY STORE,1549.2,Food
22-11-2024,BLINKIT,1608.62,Food
21-06-2024,MYNTRA,2113.18,Shopping
03-06-2024,UPI/DECATHLON,2086.03,Shopping
15-01-2023,DOMINOS PIZZA,736.13,Food
11-03-2023,FLIPKART,4544.45,Shopping
31-10-2023,ZERODHA BROKING,14961.38,Investment
24-09-2023,IGL GAS BILL,2311.65,Utilities
07-08-2024,DOMINOS PIZZA,225.48,Food
24-02-2024,MCDONALDS,1419.76,Food
21-10-2024,UPI/ZOMATO,1932.71,Food
13-10-2024,BLINKIT,2207.1,Food
24-09-2023,PPF TRANSFER,15060.16,Investment
12-11-2023,ZERODHA BROKING,17706.48,Investment
23-10-2024,UPI/DECATHLON,6802.04,Shopping
03-03-2023,MYNTRA,5534.77,Shopping
11-11-2023,STARBUCKS,862.95,Food
10-03-2024,UPI/DECATHLON,946.24,Shopping
04-09-2024,ZARA,1961.27,Shopping
05-03-2023,UNIQLO,5633.93,Shopping
21-09-2023,STARBUCKS,2334.51,Food
28-10-2023,UNIQLO,6060.19,Shopping
15-04-2023,UPI/SWIGGY,1567.86,Food
24-12-2023,GROCERY STORE,575.63,Food
26-11-2023,MYNTRA,2857.59,Shopping
05-10-2023,BESCOM BILL,2798.27,Utilities
22-03-2023,NETFLIX SUB,1450.5,Entertainment
24-06-2024,MYNTRA,2004.94,Shopping
05-09-2024,IGL GAS BILL,2174.71,Utilities
05-04-2024,FLIPKART,2311.53,Shopping
18-11-2024,ZERODHA BROKING,11233.69,Investment
19-09-2023,UPI/SWIGGY,598.44,Food
01-07-2023,BLINKIT,2402.64,Food
22-06-2024,UPI/DECATHLON,6597.75,Shopping
29-03-2023,MCDONALDS,1035.4,Food
23-09-2023,IGL GAS BILL,873.99,Utilities
30-08-2023,BESCOM BILL,1048.26,Utilities
05-03-2023,BLINKIT,1862.48,Food
01-07-2024,SALARY CREDIT - TCS,137530.52,Salary
15-07-2024,FLIPKART,4860.41,Shopping
02-05-2023,AIRTEL POSTPAID,1638.8,Utilities
04-06-2023,UPI/ZOMATO,262.12,Food
03-03-2024,ZARA,1340.37,Shopping
05-10-2023,ZERODHA BROKING,16176.84,Investment
31-05-2024,BLINKIT,2289.87,Food
01-12-2024,HOUSE RENT,28307.43,Rent
28-07-2023,UNIQLO,3013.82,Shopping
09-07-2024,DISNEY+ HOTSTAR,1215.44,Entertainment
15-10-2023,BLINKIT,1926.87,Food
02-01-2024,UPI/SWIGGY,2355.99,Food
27-06-2023,GROCERY STORE,2197.99,Food
02-06-2023,MCDONALDS,2085.06,Food
06-11-2024,AIRTEL POSTPAID,2955.21,Utilities
27-01-2023,STARBUCKS,1049.4,Food
18-12-2024,UPI/RENT TRANSFER,20743.58,Rent
29-04-2024,MCDONALDS,1590.51,Food
29-04-2024,DISNEY+ HOTSTAR,238.6,Entertainment
26-05-2023,AMAZON INDIA,6140.09,Shopping
07-02-2023,STARBUCKS,1846.87,Food
27-08-2023,BAJAJ FINSERV EMI,44716.7,EMI
28-05-2023,ZARA,4120.72,Shopping
14-11-2024,AMAZON INDIA,2114.21,Shopping
06-03-2024,UPI/DECATHLON,6294.4,Shopping
27-10-2023,GROCERY STORE,2291.75,Food
12-07-2023,ZARA,6678.08,Shopping
25-08-2023,SBI HOME LOAN EMI,32955.78,EMI
13-04-2023,UPI/DECATHLON,1446.71,Shopping
19-05-2023,SPOTIFY PREMIUM,1053.82,Entertainment
03-04-2024,UPI/KFC,1226.98,Food
31-07-2023,STARBUCKS,1074.44,Food
22-11-2024,ZARA,4632.87,Shopping
15-10-2024,JIO FIBER,741.73,Utilities
15-06-2023,UPI/DECATHLON,616.78,Shopping
12-04-2024,FLIPKART,6710.74,Shopping
28-09-2024,UPI/SWIGGY,1729.27,Food
27-06-2024,UPI/ZOMATO,1869.11,Food
29-10-2023,ICICI CAR LOAN,36250.84,EMI
28-11-2024,ZARA,7815.81,Shopping
14-06-2024,UPI/KFC,1159.82,Food
19-10-2023,UPI/SWIGGY,2482.14,Food
04-11-2023,UPI/DECATHLON,3832.43,Shopping
03-05-2023,UPI/SWIGGY,1789.54,Food
26-10-2024,STARBUCKS,1257.69,Food
14-03-2023,DISNEY+ HOTSTAR,566.86,Entertainment
24-10-2023,UPI/SWIGGY,497.11,Food
15-01-2024,SBI HOME LOAN EMI,39686.91,EMI
14-03-2023,PPF TRANSFER,7978.43,Investment
10-05-2023,UPI/ZOMATO,2138.4,Food
02-05-2023,GROCERY STORE,2406.97,Food
04-11-2024,DISNEY+ HOTSTAR,512.3,Entertainment
04-11-2024,SPOTIFY PREMIUM,1089.39,Entertainment
09-02-2023,MCDONALDS,584.55,Food
28-02-2024,BLINKIT,558.02,Food
01-09-2024,HOUSE RENT,20849.9,Rent
27-12-2023,IGL GAS BILL,904.17,Utilities
26-01-2023,PVR CINEMAS,1439.49,Entertainment
08-01-2024,TO LANDLORD,17850.37,Rent
18-02-2023,UPI/KFC,1203.47,Food
27-12-2023,DOMINOS PIZZA,1139,Food
28-06-2024,SBI HOME LOAN EMI,44063.65,EMI
12-12-2024,BESCOM BILL,894.23,Utilities
08-11-2024,UPI/SWIGGY,1290.85,Food
09-02-2023,UPI/ZOMATO,2102.27,Food
15-12-2024,MCDONALDS,2188.09,Food
16-08-2023,FLIPKART,7544.29,Shopping
09-01-2023,MCDONALDS,1131.32,Food
19-10-2023,BOOKMYSHOW,1107.07,Entertainment
06-03-2023,BOOKMYSHOW,927.08,Entertainment
05-01-2024,SPOTIFY PREMIUM,1331.71,Entertainment
01-07-2023,BLINKIT,906.71,Food
21-06-2023,DISNEY+ HOTSTAR,1112.14,Entertainment
26-03-2023,MCDONALDS,1179.86,Food
02-07-2023,UPI/SWIGGY,2292.53,Food
22-01-2023,JIO FIBER,2356.13,Utilities
25-07-2024,UPI/DECATHLON,4256.7,Shopping
24-12-2024,PVR CINEMAS,880.06,Entertainment
17-04-2023,DOMINOS PIZZA,500.06,Food
29-11-2023,UPI/DECATHLON,3978.66,Shopping
18-10-2024,BLINKIT,1330.78,Food
09-02-2023,DOMINOS PIZZA,188.48,Food
12-10-2024,DOMINOS PIZZA,666.61,Food
22-12-2023,DOMINOS PIZZA,466.75,Food
02-10-2024,DOMINOS PIZZA,2415.56,Food
05-04-2024,BLINKIT,185.01,Food
18-10-2023,STARBUCKS,991.71,Food
03-10-2024,PVR CINEMAS,1446.23,Entertainment
03-04-2023,UPI/SWIGGY,729.79,Food
18-03-2024,AMAZON INDIA,2003.49,Shopping
19-07-2024,BLINKIT,494.51,Food
03-06-2024,UPI/ZOMATO,1016.06,Food
05-03-2024,UNIQLO,6290.31,Shopping
20-12-2024,UPI/KFC,993.29,Food
03-01-2024,PPF TRANSFER,13533.19,Investment
04-07-2024,HOUSE RENT,22360.78,Rent
08-04-2024,FLIPKART,7421.57,Shopping
31-07-2024,ZERODHA BROKING,14384.19,Investment
29-09-2024,UPI/SWIGGY,2233.71,Food
05-11-2024,UPI/KFC,298.46,Food
22-10-2024,ZARA,1779.05,Shopping
23-10-2024,MYNTRA,1843.8,Shopping
07-01-2024,MCDONALDS,620.39,Food
07-03-2023,BOOKMYSHOW,658.99,Entertainment
29-07-2023,UNIQLO,5900.07,Shopping
04-11-2023,SPOTIFY PREMIUM,1377.42,Entertainment
14-08-2024,GROCERY STORE,559.05,Food
24-02-2024,SPOTIFY PREMIUM,622.69,Entertainment
28-11-2024,UPI/ZOMATO,1980.23,Food
24-04-2024,BLINKIT,506.02,Food
08-04-2024,BAJAJ FINSERV EMI,29084.16,EMI
21-12-2023,NPS CONTRIBUTION,10715.75,Investment
20-05-2023,NETFLIX SUB,1340.59,Entertainment
07-09-2023,FLIPKART,7708.72,Shopping
27-11-2024,UPI/KFC,1742.69,Food
28-06-2024,STARBUCKS,1562.94,Food
27-06-2024,UPI/SWIGGY,2381.21,Food
16-08-2023,UNIQLO,2572.54,Shopping
12-04-2024,UPI/SWIGGY,2331.9,Food
18-07-2023,STARBUCKS,798.22,Food
04-09-2024,UNIQLO,7639.75,Shopping
30-11-2023,AMAZON INDIA,3326.14,Shopping
27-02-2024,UPI/RENT TRANSFER,23933.15,Rent
04-06-2024,AIRTEL POSTPAID,1282.14,Utilities
18-03-2023,NPS CONTRIBUTION,5371.38,Investment
09-09-2023,ZARA,2668.55,Shopping
08-08-2024,PVR CINEMAS,1214.83,Entertainment
17-08-2023,AIRTEL POSTPAID,1072.19,Utilities
12-07-2024,ACCENTURE PAYROLL,81884.95,Salary
27-03-2023,GROCERY STORE,1792.33,Food
18-10-2024,BESCOM BILL,2818.83,Utilities
30-12-2024,MCDONALDS,2090.49,Food
24-12-2024,BOOKMYSHOW,736.6,Entertainment
13-07-2023,AIRTEL POSTPAID,2474.02,Utilities
29-05-2023,UPI/ZOMATO,838.28,Food
15-04-2024,DOMINOS PIZZA,1797.36,Food
26-05-2023,UPI/ZOMATO,463.1,Food
17-09-2024,BLINKIT,1080.42,Food
21-11-2023,MYNTRA,2732.79,Shopping
26-08-2023,STARBUCKS,918.99,Food
12-04-2024,UPI/KFC,2133.65,Food
12-09-2023,UPI/ZOMATO,638.82,Food
11-06-2024,JIO FIBER,1264.35,Utilities
05-06-2023,DISNEY+ HOTSTAR,912.21,Entertainment
01-01-2024,SALARY CREDIT - TCS,111513.72,Salary
24-10-2024,AMAZON INDIA,1456.02,Shopping
20-12-2024,MCDONALDS,964.68,Food
05-03-2024,PVR CINEMAS,470.46,Entertainment
13-05-2024,PVR CINEMAS,1257.47,Entertainment
24-07-2023,BESCOM BILL,909.69,Utilities
15-09-2024,FLIPKART,7274.34,Shopping
26-11-2024,PVR CINEMAS,597.39,Entertainment
09-05-2023,JIO FIBER,2868.98,Utilities
27-04-2023,BOOKMYSHOW,1069.66,Entertainment
23-10-2024,BLINKIT,431.61,Food
31-08-2024,GROCERY STORE,1645.76,Food
27-08-2024,BOOKMYSHOW,606.58,Entertainment
13-05-2023,UPI/ZOMATO,1898.11,Food
20-06-2024,FLIPKART,1354.88,Shopping
15-03-2023,MYNTRA,4082.65,Shopping
05-02-2024,BLINKIT,2259.19,Food
13-10-2024,PVR CINEMAS,1369.76,Entertainment
10-06-2024,JIO FIBER,2259.36,Utilities
04-12-2024,UPI/SWIGGY,191.09,Food
09-03-2024,ZARA,3522.17,Shopping
07-11-2024,MYNTRA,1359.08,Shopping
11-08-2023,BAJAJ FINSERV EMI,35942.71,EMI
02-11-2023,PVR CINEMAS,1078.24,Entertainment
20-06-2023,FLIPKART,3962.63,Shopping
05-08-2024,MCDONALDS,831.81,Food
27-12-2024,UPI/DECATHLON,1120.3,Shopping
26-05-2023,SPOTIFY PREMIUM,1014.69,Entertainment
27-08-2023,GROCERY STORE,1050.49,Food
28-06-2023,GROCERY STORE,2347.47,Food
01-06-2024,SPOTIFY PREMIUM,970.52,Entertainment
22-12-2024,UPI/SWIGGY,457.23,Food
09-11-2023,UPI/ZOMATO,1946.21,Food
23-07-2023,GROCERY STORE,282.38,Food
13-09-2023,JIO FIBER,921.07,Utilities
18-06-2023,STARBUCKS,1492.55,Food
26-05-2023,UPI/KFC,1564.28,Food
14-12-2024,UNIQLO,1219.69,Shopping
28-11-2023,SPOTIFY PREMIUM,907.42,Entertainment
07-05-2024,UPI/KFC,1443.49,Food
30-05-2023,UPI/ZOMATO,1860.58,Food
31-08-2024,BOOKMYSHOW,899.94,Entertainment
13-07-2023,DISNEY+ HOTSTAR,597.28,Entertainment
08-05-2024,UPI/SWIGGY,1367.08,Food
09-06-2023,UPI/KFC,2054.96,Food
28-07-2024,UPI/SWIGGY,1657.76,Food
23-11-2024,DISNEY+ HOTSTAR,660.71,Entertainment
04-12-2023,IGL GAS BILL,722.57,Utilities
30-07-2023,ACH DEBIT - HDFC HOME LOAN,32937.82,EMI
29-03-2023,UPI/DECATHLON,2734.13,Shopping
25-05-2023,FLIPKART,6425.15,Shopping
30-08-2023,UPI/ZOMATO,587.5,Food
13-12-2024,MYNTRA,549.08,Shopping
13-01-2023,UPI/KFC,1734,Food
18-01-2023,AIRTEL POSTPAID,2674.21,Utilities
24-08-2024,UPI/DECATHLON,6839.02,Shopping
25-11-2023,AIRTEL POSTPAID,1483.81,Utilities
11-07-2023,MYNTRA,2355.99,Shopping
06-07-2023,STARBUCKS,1898.84,Food
13-06-2023,UPI/SWIGGY,1528.63,Food
16-08-2023,FLIPKART,6048.53,Shopping
14-09-2024,PVR CINEMAS,1194.91,Entertainment
24-07-2023,UPI/ZOMATO,403.08,Food
29-09-2023,UPI/SWIGGY,378.81,Food
05-08-2023,ZERODHA BROKING,13503.77,Investment
21-07-2023,NPS CONTRIBUTION,17729.37,Investment
20-07-2023,BLINKIT,189.26,Food
12-06-2023,UPI/ZOMATO,824.89,Food
26-04-2024,UNIQLO,2714.5,Shopping
14-02-2024,STARBUCKS,173,Food
14-11-2023,ICICI CAR LOAN,29331.94,EMI
30-07-2023,UPI/ZOMATO,1826.2,Food
24-01-2024,BOOKMYSHOW,706.76,Entertainment
08-07-2023,BOOKMYSHOW,313.45,Entertainment
10-11-2024,SPOTIFY PREMIUM,665.67,Entertainment
20-06-2024,BOOKMYSHOW,1195.48,Entertainment
08-03-2023,NPS CONTRIBUTION,11443.08,Investment
15-05-2023,GROWW SIP,5378.85,Investment
02-03-2023,UPI/KFC,1590.37,Food
08-05-2024,AMAZON INDIA,2136.63,Shopping
06-03-2023,DOMINOS PIZZA,697.5,Food
27-10-2023,NPS CONTRIBUTION,6757.81,Investment
02-01-2023,AMAZON INDIA,6803.71,Shopping
23-05-2024,UPI/ZOMATO,246.7,Food
14-07-2023,HOUSE RENT,34774.18,Rent
02-11-2024,BESCOM BILL,1286.82,Utilities
02-05-2024,AMAZON INDIA,1229.18,Shopping
12-05-2023,BLINKIT,1292.27,Food
16-09-2024,AMAZON INDIA,4262.53,Shopping
27-09-2023,UPI/ZOMATO,721.23,Food
17-10-2024,STARBUCKS,2034.45,Food
17-11-2024,UNIQLO,2205.45,Shopping
07-04-2024,HOUSE RENT,29213.05,Rent
10-03-2024,UPI/DECATHLON,1992.73,Shopping
07-07-2024,SPOTIFY PREMIUM,613.19,Entertainment
31-01-2023,NPS CONTRIBUTION,16394.55,Investment
29-05-2024,DISNEY+ HOTSTAR,1179.26,Entertainment
24-10-2024,STARBUCKS,1023.33,Food
09-09-2024,ZARA,7813.73,Shopping
02-12-2023,UPI/SWIGGY,1388.43,Food
11-08-2023,IGL GAS BILL,1763.09,Utilities
10-06-2023,UPI/KFC,1610.15,Food
06-12-2023,UPI/KFC,1183.75,Food
28-06-2024,UPI/DECATHLON,2559.68,Shopping
15-03-2023,MCDONALDS,1715.53,Food
29-06-2023,BLINKIT,2328.09,Food
01-08-2024,UPI/RENT TRANSFER,33065.05,Rent
17-01-2023,STARBUCKS,2444.94,Food
23-04-2024,NETFLIX SUB,1103.79,Entertainment
24-04-2024,DOMINOS PIZZA,394.34,Food
27-10-2023,BESCOM BILL,762.56,Utilities
12-06-2024,UPI/KFC,332.83,Food
14-01-2023,FLIPKART,7641.49,Shopping
19-03-2024,UPI/KFC,730.44,Food
14-10-2023,UPI/SWIGGY,1066.95,Food
11-12-2023,AIRTEL POSTPAID,1566.02,Utilities
12-06-2024,INFOSYS SALARY,80191.63,Salary
15-04-2024,MYNTRA,6787.79,Shopping
11-12-2024,UPI/ZOMATO,551.4,Food
07-09-2024,UPI/DECATHLON,5613.2,Shopping
17-01-2023,NOBROKER RENT,15452.64,Rent
11-04-2023,FLIPKART,7809.48,Shopping
02-12-2024,NOBROKER RENT,23107.7,Rent
17-06-2024,PPF TRANSFER,10566.05,Investment
20-01-2023,NOBROKER RENT,27746.85,Rent
11-04-2024,MYNTRA,3761.56,Shopping
02-11-2023,BOOKMYSHOW,1355.81,Entertainment
20-05-2024,UNIQLO,5253.4,Shopping
14-04-2024,BOOKMYSHOW,346.78,Entertainment
06-10-2024,IGL GAS BILL,1486.33,Utilities
18-09-2024,AIRTEL POSTPAID,758.49,Utilities
05-01-2023,BESCOM BILL,1589.53,Utilities
05-06-2024,NOBROKER RENT,22350.28,Rent
25-01-2024,MCDONALDS,1083.5,Food
14-10-2023,IGL GAS BILL,2673.55,Utilities
24-09-2023,BLINKIT,2250.88,Food
16-09-2023,UPI/DECATHLON,2603.78,Shopping
27-11-2023,UNIQLO,4435.12,Shopping
14-12-2023,BESCOM BILL,693.85,Utilities
11-04-2024,GROCERY STORE,238.77,Food
06-02-2024,UPI/SWIGGY,1185.73,Food
15-01-2023,JIO FIBER,1794.24,Utilities
11-02-2023,TO LANDLORD,31127.1,Rent
17-08-2023,PVR CINEMAS,1338.43,Entertainment
18-12-2024,ACCENTURE PAYROLL,121800.69,Salary
20-06-2024,UPI/KFC,2348.15,Food
26-10-2023,UPI/ZOMATO,2277.02,Food
28-04-2024,JIO FIBER,1776.01,Utilities
29-05-2024,UPI/KFC,339.55,Food
13-10-2024,DOMINOS PIZZA,1803.73,Food
24-12-2024,UPI/DECATHLON,3135.07,Shopping
28-01-2023,DISNEY+ HOTSTAR,680.73,Entertainment
11-09-2024,UPI/KFC,1929.71,Food
31-12-2023,GROCERY STORE,885.28,Food
04-07-2023,STARBUCKS,747.01,Food
25-01-2023,MCDONALDS,582.97,Food
04-09-2024,IGL GAS BILL,2525.65,Utilities
16-08-2023,MCDONALDS,1808.17,Food
26-03-2023,BLINKIT,255.91,Food
24-04-2023,BAJAJ FINSERV EMI,41529.88,EMI
13-12-2023,ZARA,7288.98,Shopping
10-05-2023,MYNTRA,6870.56,Shopping
27-12-2023,UPI/DECATHLON,1073.68,Shopping
12-08-2024,MYNTRA,5253.17,Shopping
11-04-2024,BESCOM BILL,1259.63,Utilities
01-02-2023,UPI/KFC,451.85,Food
09-06-2024,UNIQLO,6712.63,Shopping
03-04-2023,STARBUCKS,798.21,Food
10-08-2024,UPI/SWIGGY,2130.19,Food
04-03-2024,BOOKMYSHOW,353.6,Entertainment
25-03-2023,BESCOM BILL,1549.19,Utilities
13-01-2023,GROWW SIP,5936.15,Investment
15-01-2023,PVR CINEMAS,953.28,Entertainment
21-09-2023,NETFLIX SUB,520.52,Entertainment
29-02-2024,BLINKIT,797.85,Food
23-06-2024,BESCOM BILL,1334.95,Utilities
22-10-2024,AMAZON INDIA,1510.9,Shopping
13-10-2023,STARBUCKS,355.99,Food
05-02-2023,BOOKMYSHOW,930.06,Entertainment
04-06-2024,UNIQLO,3469.6,Shopping
29-10-2024,BLINKIT,178.96,Food
13-10-2024,MCDONALDS,1768.2,Food
08-03-2023,ZARA,2776.58,Shopping
13-01-2023,AIRTEL POSTPAID,770.99,Utilities
27-07-2023,UPI/KFC,620.67,Food
26-08-2023,UPI/KFC,2284.35,Food
28-07-2023,IGL GAS BILL,2262.17,Utilities
13-07-2023,IGL GAS BILL,1561.49,Utilities
25-09-2023,AMAZON INDIA,7364.48,Shopping
11-09-2024,MCDONALDS,1220.22,Food
26-03-2024,UPI/ZOMATO,1168.47,Food
15-05-2024,ZARA,6179.4,Shopping
08-09-2024,PPF TRANSFER,5242.55,Investment
20-09-2023,UPI/DECATHLON,5308.25,Shopping
02-05-2024,JIO FIBER,2463.76,Utilities
27-09-2024,INFOSYS SALARY,101064.96,Salary
21-07-2023,GROCERY STORE,1672.05,Food
26-07-2023,PVR CINEMAS,1047.44,Entertainment
21-07-2023,ZARA,7804.03,Shopping
09-02-2023,PVR CINEMAS,1047.05,Entertainment
02-09-2024,MYNTRA,6429.98,Shopping
16-09-2023,BESCOM BILL,2248.21,Utilities
26-09-2024,MCDONALDS,985.96,Food
23-02-2024,BLINKIT,344.03,Food
12-06-2024,PVR CINEMAS,249.25,Entertainment
09-01-2023,STARBUCKS,729.37,Food
